student_id,Gender,Course,Section,Assignment_Score 1 (out of 40),Assignment_Score 2(out of 40),Test_Result 1 (out of 10),Test_result 2 (out of 10),Quiz_score (out of 7),Late_submission_count (0-5),Lms_login_frequency level,attendance_rate,midterm_score,weekly_self_study_hours,Study_Habit_level,class_participation,active_days_month,extracurricular_activities,final_score
CNSTU1391,Female,English,B,39,37,7,8,7,0,Medium,82.56391311846072,80.90303005807807,18.4,Medium,13,9,Yes,71.22284630247894
CNSTU1392,Female,Mathematics,C,29,32,6,4,3,1,Low,78.02776595927936,59.15720151575229,5.8,Low,13,26,Yes,98.13387247526623
CNSTU1393,Male,Physics,A,34,34,8,5,7,3,Medium,84.79980852474482,96.97750519025224,27.8,High,16,21,Yes,79.36535331082737
CNSTU1394,Male,Computer Science,A,26,37,7,3,5,2,High,89.33249624167712,89.15328144865545,23.3,High,13,18,Yes,74.34678448687892
CNSTU1395,Male,English,C,34,34,8,6,5,0,Low,78.40283824241176,69.36989217474354,11.7,Low,12,13,Yes,79.84680305864909
CNSTU1396,Female,Chemistry,C,40,40,10,8,7,1,Low,82.6251214949975,54.44238565090947,3,Low,18,7,No,64.52873710470304
CNSTU1397,Male,Computer Science,A,31,36,8,9,6,1,Medium,81.96834102334802,91.24646848998495,24.5,High,17,17,Yes,68.28385961489349
CNSTU1398,Female,History,B,30,31,8,9,4,3,Medium,91.65813863519155,73.62552185696859,14.2,Medium,14,7,No,90.00413907944426
CNSTU1399,Female,Computer Science,A,31,34,7,3,6,4,Low,90.55475469629,89.85379574368154,23.7,High,13,15,Yes,71.43105721028604
CNSTU1400,Male,Computer Science,C,33,36,7,4,7,5+,High,84.22609957330198,55.86686809446759,3.8,Low,11,6,Yes,67.53089017318061
CNSTU1401,Female,Mathematics,C,31,32,8,10,3,0,Medium,91.41456697711519,67.80749972455473,10.8,Low,13,28,No,83.36652752527286
CNSTU1402,Male ,History,B,40,31,8,1,7,3,High,85.62655932330188,75.0629243966182,15,Medium,13,19,No,89.85704154662997
CNSTU1403,Male,Physics,B,32,32,8,4,5,0,High,87.82675911739157,75.56376712517691,15.3,Medium,10,17,Yes,85.18953310665067
CNSTU1404,Male,Computer Science,C,34,35,8,6,5,1,Low,100.0,69.59921434224907,11.8,Low,15,23,Yes,87.96047685805816
CNSTU1405,Female,History,B,28,31,8,2,7,3,Medium,100.0,82.47419918816999,19.4,Medium,22,26,No,70.43204911430539
CNSTU1406,Female,History,C,31,31,6,8,6,0,Medium,79.60335010457922,62.18855484740887,7.5,Low,12,20,No,63.78189333258156
CNSTU1407,Male,Economics,B,29,35,7,9,4,5+,Low,96.6378593430334,73.29144617974448,14,Medium,12,22,No,93.01333651955487
CNSTU1408,Female,Physics,B,25,36,7,8,6,0,Medium,96.49117243593274,76.44354758054278,15.8,Medium,7,11,No,74.77320161157864
CNSTU1409,Female,History,B,40,34,7,4,7,1,High,80.81389368997905,81.17326600870499,18.6,Medium,15,17,Yes,75.49166983544953
CNSTU1410,Male,Computer Science,B,39,39,8,5,3,3,Low,96.55022115003888,83.53937853706668,20,Medium,10,8,Yes,91.28194141849058
CNSTU1411,Female,Mathematics,C,38,32,8,3,7,2,Low,100.0,61.50429489794557,7.1,Low,13,13,Yes,83.5623000940066
CNSTU1412,Male ,History,C,36,35,7,6,5,0,Medium,81.0196415500447,56.59062995117253,4.3,Low,15,14,Yes,82.55887772081607
CNSTU1413,Male,Biology,A,28,30,7,8,5,1,Medium,82.65997743188589,90.33212186278212,23.9,High,14,13,Yes,99.65002344901083
CNSTU1414,Male,English,B,35,34,9,9,7,1,Low,98.14129173474802,78.9877681437551,17.3,Medium,17,11,No,71.56481769619857
CNSTU1415,Female,Chemistry,C,25,36,7,9,6,3,High,92.17196248660518,66.01816156132136,9.8,Low,15,19,No,87.27840128081237
CNSTU1416,Male,Biology,A,34,40,9,3,4,4,Medium,94.41181020191618,93.61382370627027,25.9,High,19,12,No,78.57013124897084
CNSTU1417,Female,Mathematics,B,27,29,5,4,6,5+,High,92.72471373120398,76.3880956115143,15.8,Medium,15,23,Yes,80.68592278863257
CNSTU1418,Female,Mathematics,A,38,30,8,10,7,0,High,93.12556736742515,89.15156620876591,23.3,High,16,15,No,93.28468426412532
CNSTU1419,Male,Computer Science,B,31,21,6,1,3,3,Low,79.38822297351133,75.81022177692131,15.5,Medium,6,9,Yes,83.07835756289624
CNSTU1420,Male,Chemistry,A,33,38,8,4,7,0,Medium,98.37854165297159,99.72897509858385,29.4,High,11,6,Yes,83.38296079049633
CNSTU1421,Male,History,A,39,38,9,6,5,1,Medium,99.35671993942219,96.06409010931846,27.3,High,18,14,Yes,88.72507337309803
CNSTU1422,Female,Chemistry,B,27,32,7,2,5,3,Low,88.16487404745578,72.01243021825111,13.3,Medium,10,20,No,74.35047270457115
CNSTU1423,Male,Chemistry,A,35,34,9,8,7,0,Medium,89.6521844014891,86.65885141145226,21.8,High,12,27,Yes,69.60790332660994
CNSTU1424,Female,Mathematics,B,36,30,8,9,6,5+,High,77.75113997955422,82.74451139502177,19.5,Medium,12,17,Yes,67.55190805978967
CNSTU1425,Female,Chemistry,A,38,38,8,8,4,0,Low,94.11403804814267,91.42357869038818,24.6,High,7,12,No,58.33643410623998
CNSTU1426,Male,History,C,30,28,6,4,6,1,Low,94.57645953371315,63.420918473038746,8.2,Low,7,13,Yes,98.56207129940321
CNSTU1427,Female,History,B,30,26,7,5,7,3,Medium,89.50247186400551,83.23261751998128,19.8,Medium,15,15,No,66.96791634278317
CNSTU1428,Male ,Computer Science,A,33,34,8,3,3,2,Medium,98.99482687896402,87.70109384219505,22.4,High,16,15,Yes,75.78746376414227
CNSTU1429,Male,Physics,C,40,39,10,6,7,0,Low,87.32738215216048,53.89512616292263,2.7,Low,11,27,No,75.2318670011108
CNSTU1430,Male,English,C,34,32,8,8,5,1,High,94.5168474071488,60.8008978480107,6.7,Low,16,20,Yes,81.07406697809101
CNSTU1431,Female,Mathematics,C,32,31,7,9,5,1,Medium,81.84268529046308,50.52921386687879,0.7,Low,19,14,Yes,86.15737212539297
CNSTU1432,Female,Computer Science,B,35,39,8,9,7,3,High,89.8115827930061,71.76711798666531,13.1,Medium,10,28,No,86.60473488359746
CNSTU1433,Male,Mathematics,B,28,26,6,3,6,4,High,88.60516593677731,83.61050706955155,20,Medium,17,16,Yes,72.16922561431062
CNSTU1434,Female,Economics,A,30,32,9,4,4,5+,Low,91.80246337632754,93.02828462515234,25.5,High,17,29,No,76.32878286213588
CNSTU1435,Female,Mathematics,B,29,25,8,10,6,0,Medium,87.04378456933313,75.8891373650373,15.5,Medium,12,10,Yes,80.825799504883
CNSTU1436,Male,English,A,30,40,9,1,7,3,Medium,88.94821923462666,94.5433865468555,26.4,High,11,16,No,75.51308873816453
CNSTU1437,Female,Economics,C,36,32,7,4,3,0,Low,96.60837737153204,58.4387825014213,5.3,Low,17,14,Yes,94.07345576019992
CNSTU1438,Male ,Physics,C,27,29,7,6,7,1,Medium,86.50588610209427,54.55941072773814,3.1,Low,22,22,Yes,82.90974951638252
CNSTU1439,Male,Physics,B,32,26,6,2,5,3,High,77.14738319409057,74.33342761324057,14.6,Medium,12,22,Yes,85.34877786049817
CNSTU1440,Male,Computer Science,B,31,33,7,8,5,0,High,100.0,79.6087853872717,17.7,Medium,14,8,No,84.62881268667412
CNSTU1441,Female,History,B,33,32,7,9,7,5+,High,100.0,74.60766302287088,14.8,Medium,15,13,No,89.73473857485325
CNSTU1442,Male,Biology,C,38,33,9,8,6,0,Medium,79.66189843915505,50.19069479952148,0.5,Low,14,11,No,79.81021558703706
CNSTU1443,Female,Biology,B,24,25,6,4,4,1,Medium,95.51766244196156,73.93055952584653,14.4,Medium,18,22,No,65.03168052044154
CNSTU1444,Female,Chemistry,C,37,39,8,5,6,3,Low,85.97620183558925,59.34636599394176,5.9,Low,10,12,No,81.99687951752642
CNSTU1445,Male,History,B,28,33,7,3,7,2,High,92.10789772264847,83.03607058596046,19.7,Medium,13,15,Yes,71.4864310620817
CNSTU1446,Male,Biology,B,29,38,8,6,3,0,Medium,92.35379303210794,79.39917895316218,17.6,Medium,11,11,Yes,72.71383318250243
CNSTU1447,Male,Chemistry,C,32,25,5,8,7,1,High,88.12473759746942,63.72144256407174,8.4,Low,9,13,Yes,83.86364018755093
CNSTU1448,Female,Economics,C,32,32,7,9,5,1,High,83.72987467530882,68.83359699195968,11.4,Low,18,12,Yes,90.38283071433636
CNSTU1449,Male,Biology,C,40,38,8,9,5,3,Low,84.47567158146992,62.28943773733258,7.6,Low,16,7,Yes,78.21271576736062
CNSTU1450,Female,English,B,33,35,7,3,7,4,Medium,82.67046467615006,74.24785083272194,14.6,Medium,13,21,No,81.08833012598964
CNSTU1451,Female,History,A,27,31,6,4,6,5+,Medium,83.34542233415644,86.46170784601486,21.7,High,17,6,Yes,95.02214944635239
CNSTU1452,Male,English,C,33,40,10,10,4,0,Low,89.46257367960516,63.171287443973476,8.1,Low,22,19,No,80.40753179488568
CNSTU1453,Female,Chemistry,B,24,28,6,1,6,3,Medium,84.27392008711399,81.04855818621414,18.5,Medium,15,18,Yes,100.0
CNSTU1454,Male ,Chemistry,C,34,35,9,4,7,0,High,95.45641652570096,68.63690857953071,11.3,Low,18,22,No,83.65509645631545
CNSTU1455,Male,Biology,C,34,33,8,6,3,1,Low,100.0,65.48552601285186,9.4,Low,11,20,No,60.39237240844182
CNSTU1456,Male,Physics,B,34,30,8,2,7,3,Low,85.35957406903965,73.7156356805453,14.3,Medium,18,24,No,85.53341621104532
CNSTU1457,Female,History,C,34,26,7,8,5,0,Medium,91.91523600428302,62.577092130967515,7.8,Low,15,26,Yes,81.81158384882778
CNSTU1458,Female,Mathematics,C,32,31,6,9,5,5+,Medium,93.99748088242347,68.35620833583381,11.1,Low,13,8,Yes,90.89752754082745
CNSTU1459,Male,English,C,36,35,9,8,7,0,Low,93.7760181673542,60.62546528893382,6.6,Low,14,29,Yes,84.73181351269959
CNSTU1460,Female,Economics,A,26,34,8,4,6,1,High,90.6076421433287,98.57670159499668,28.8,High,16,24,Yes,76.61544016016227
CNSTU1461,Female,Physics,B,40,37,9,5,4,3,Medium,95.94145934687778,75.42316262366074,15.2,Medium,19,10,No,65.75701763710634
CNSTU1462,Male,History,C,30,28,8,3,6,2,High,93.85799162144525,66.60329390408897,10.1,Low,10,10,No,75.90976742713974
CNSTU1463,Female,Biology,B,36,35,8,6,7,0,High,80.09870062138162,77.56775892881066,16.5,Medium,20,15,No,69.494795457907
CNSTU1464,Male ,Economics,B,31,40,9,8,3,1,Low,96.95324851511418,73.65206340371005,14.2,Medium,13,21,No,72.19476550195277
CNSTU1465,Male,Economics,B,29,39,7,9,7,1,Medium,97.09832669813393,72.34836480560132,13.5,Medium,13,28,Yes,83.88578404420609
CNSTU1466,Male,Physics,B,24,29,7,9,5,3,Medium,83.89371116657135,82.3700004005211,19.3,Medium,8,7,No,94.69904504351406
CNSTU1467,Female,Physics,A,32,25,7,3,5,4,Low,90.30350268358082,84.09009252056767,20.3,High,16,17,Yes,81.9467152982298
CNSTU1468,Male,Economics,C,37,34,9,4,7,5+,Medium,95.46663194248856,68.63398622867368,11.3,Low,12,26,No,66.04116937964815
CNSTU1469,Female,English,C,33,36,9,10,6,0,High,88.32548944336511,68.09018111226383,11,Low,20,7,No,82.4460266822014
CNSTU1470,Female,Computer Science,B,33,31,7,1,4,3,Low,98.5838243821281,71.69937963418027,13.1,Medium,19,20,No,89.96631486645651
CNSTU1471,Male,History,C,30,35,7,4,6,0,Low,100.0,47.376946023172984,0,Low,18,19,Yes,71.90217095680617
CNSTU1472,Male,History,C,29,29,7,6,7,1,Medium,83.71211173892014,56.81770725361737,4.4,Low,11,15,Yes,76.65982833327082
CNSTU1473,Male,Biology,A,38,38,8,2,3,3,Medium,78.9516431747698,91.4024912093343,24.6,High,20,22,No,78.14688194729197
CNSTU1474,Female,Economics,A,27,32,7,8,7,0,Low,92.430548764839,94.7396125620154,26.5,High,10,19,No,70.1510168691776
CNSTU1475,Male,Chemistry,B,25,36,8,9,5,5+,High,95.77250004100915,72.01156752532346,13.3,Medium,24,9,No,84.4828043384386
CNSTU1476,Female,History,B,36,25,7,8,5,0,Medium,88.15306900924185,81.9186835566692,19,Medium,13,20,Yes,76.79051851392218
CNSTU1477,Female,Mathematics,B,28,22,6,4,7,1,High,100.0,78.73500185452244,17.2,Medium,18,20,Yes,82.19532443907028
CNSTU1478,Male,English,A,30,33,8,5,6,3,High,79.29115360221401,100.0,36.6,High,19,21,Yes,69.125078221979
CNSTU1479,Female,History,A,40,33,9,3,4,2,Low,95.54334898425289,88.43489893721492,22.8,High,15,13,No,73.62541699676589
CNSTU1480,Male ,Biology,B,27,25,6,6,6,0,Medium,85.15311343392885,73.4649889022308,14.1,Medium,14,27,Yes,85.22381357827771
CNSTU1481,Male,History,C,33,25,7,8,7,1,Medium,100.0,63.53351471279489,8.3,Low,13,7,No,74.27166847908234
CNSTU1482,Male,History,C,32,33,7,9,3,1,Low,100.0,55.722644156909126,3.8,Low,15,24,Yes,95.26963851233405
CNSTU1483,Female,Biology,B,26,35,7,9,7,3,Medium,83.86674729773321,77.44156363040668,16.4,Medium,13,17,No,74.00363814385398
CNSTU1484,Female,Mathematics,C,32,34,8,3,5,4,High,85.60354291273136,65.92379105658836,9.7,Low,17,26,No,80.24684725751887
CNSTU1485,Male,Economics,C,40,33,9,4,5,5+,Low,96.87670309583842,57.932955484827914,5,Low,18,7,Yes,87.3259083187309
CNSTU1486,Female,English,C,35,31,8,10,7,0,Low,86.90295480168388,67.24112538908969,10.5,Low,17,11,No,63.816342670669684
CNSTU1487,Female,Mathematics,C,29,32,7,1,6,3,Medium,89.63671025654209,62.02142395662726,7.4,Low,16,10,No,60.39191188019224
CNSTU1488,Male,Biology,A,37,31,8,4,4,0,Medium,90.20310736433927,95.24569962087078,26.8,High,15,13,No,62.74343685429905
CNSTU1489,Female,Mathematics,A,38,37,7,6,6,1,Low,74.64261475041874,85.5796770833934,21.2,High,8,16,Yes,90.62584103427182
CNSTU1490,Male ,Chemistry,B,37,29,7,2,7,3,High,89.8892980312461,74.90432830420059,14.9,Medium,24,19,No,72.48141854107553
CNSTU1491,Male,Chemistry,A,27,35,7,8,3,0,Medium,84.48217780748661,92.75932966668032,25.4,High,15,25,Yes,100.0
CNSTU1492,Male,Chemistry,B,40,40,10,9,7,5+,High,86.05501742080182,75.92841969177142,15.5,Medium,15,24,Yes,72.35752401342612
CNSTU1493,Female,Computer Science,C,30,30,5,8,5,0,High,100.0,64.66458958406083,9,Low,12,7,No,79.84551303197037
CNSTU1494,Male,Biology,A,30,32,8,4,5,1,Low,79.94794484576595,93.27748892723588,25.7,High,11,14,Yes,93.42109952567876
CNSTU1495,Female,Mathematics,B,35,33,8,5,7,3,Medium,96.50564149398382,81.46692052421591,18.8,Medium,14,5,No,98.06092888159122
CNSTU1496,Female,Mathematics,C,30,33,7,3,6,2,Medium,87.76829655734554,62.55304614808252,7.7,Low,12,23,Yes,98.61503576636397
CNSTU1497,Male,Chemistry,B,38,28,8,6,4,0,Low,87.76191865203333,72.7159358629967,13.7,Medium,14,23,No,90.08366230593143
CNSTU1498,Male,Chemistry,C,34,31,7,8,6,1,Medium,96.32297516841369,64.4925809593829,8.9,Low,16,27,Yes,88.24062525811462
CNSTU1499,Male,Physics,C,30,29,7,9,7,1,High,92.72041035655113,58.40640322842797,5.3,Low,15,27,No,83.92526949201184
CNSTU1500,Female,English,A,29,31,7,9,3,3,Low,94.56490397775625,86.1141305703797,21.5,High,23,17,No,85.78361076166638
CNSTU1501,Male,Economics,A,27,33,7,3,7,4,Low,97.74547728426289,97.91299968564157,28.4,High,7,16,No,72.48814283671467
CNSTU1502,Female,Physics,C,32,34,7,4,5,5+,Medium,87.34953293453341,58.21718911417031,5.2,Low,12,5,No,69.81801116577692
CNSTU1503,Female,Mathematics,B,34,31,7,10,5,0,Medium,85.102106123938,81.75563084028686,18.9,Medium,14,23,Yes,77.96625542589048
CNSTU1504,Male,Biology,C,35,30,8,1,7,3,Low,81.31879578753761,67.19228917053807,10.4,Low,13,28,Yes,76.29815377475072
CNSTU1505,Female,History,C,31,32,8,4,6,0,High,83.39671576016836,69.15449539482364,11.6,Low,15,20,No,73.46771950672725
CNSTU1506,Male ,History,C,29,37,7,6,4,1,Medium,100.0,67.89127290913358,10.9,Low,17,29,Yes,84.96387447456715
CNSTU1507,Male,History,C,37,35,8,2,6,3,High,99.95743664589429,64.6321107638422,9,Low,22,27,No,87.5530520857051
CNSTU1508,Male,Chemistry,B,22,33,6,8,7,0,High,79.19140507033583,75.58225953533793,15.3,Medium,11,27,No,78.88406886291847
CNSTU1509,Female,Chemistry,C,25,34,8,9,3,5+,Low,79.42033634605144,65.02859860306755,9.2,Low,16,19,Yes,92.77530081055262
CNSTU1510,Female,Economics,B,38,32,9,8,7,0,Medium,93.85492849374793,78.24548190935806,16.9,Medium,14,20,Yes,66.58310885866496
CNSTU1511,Male,Biology,B,35,28,7,4,5,1,Medium,94.37811837902373,74.39714268661035,14.6,Medium,16,15,No,76.06340540720282
CNSTU1512,Female,Computer Science,B,25,37,8,5,5,3,Low,94.39107068253891,72.13262343760309,13.3,Medium,12,28,Yes,70.83177679397195
CNSTU1513,Female,Chemistry,C,28,32,8,3,7,2,Medium,87.96035365157041,64.10923605550083,8.6,Low,9,10,No,59.3346338292694
CNSTU1514,Male,Physics,C,33,37,9,6,6,0,High,88.9963659199768,68.07874403318,11,Low,18,15,Yes,77.17319314157301
CNSTU1515,Female,Chemistry,A,23,27,6,8,4,1,Low,92.62303619327486,84.06469470990908,20.3,High,15,7,Yes,76.78252491616716
CNSTU1516,Male ,Economics,B,25,31,6,9,6,1,Low,90.68714405034665,81.01100625149257,18.5,Medium,14,19,Yes,93.13449743242131
CNSTU1517,Male,Economics,C,27,22,6,9,7,3,Medium,72.24559701801972,63.269337062417385,8.2,Low,13,5,Yes,84.30811684554777
CNSTU1518,Male,Economics,B,26,34,6,3,3,4,Medium,88.16160295539845,76.1919876651507,15.7,Medium,6,11,Yes,67.75813175670795
CNSTU1519,Female,English,A,33,40,8,4,7,5+,Low,83.18874852591749,84.01664548046146,20.3,High,20,5,No,96.54092566334188
CNSTU1520,Male,Economics,C,40,37,9,10,5,0,High,91.4016913512681,54.967136626543535,3.3,Low,11,21,Yes,90.21033695525352
CNSTU1521,Female,English,B,34,31,9,1,5,3,Medium,100.0,81.52032230855922,18.8,Medium,14,13,Yes,83.82097703468615
CNSTU1522,Female,Biology,C,31,32,7,4,7,0,High,92.93985332379444,67.04851489264983,10.4,Low,18,27,No,75.73515901150168
CNSTU1523,Male,Computer Science,B,31,37,8,6,6,1,High,87.49176251062082,81.8471840231179,19,Medium,7,17,No,68.4056076327652
CNSTU1524,Male,Economics,C,26,28,5,2,4,3,Low,97.37441201581802,65.84089012148979,9.7,Low,14,15,No,74.27793223928947
CNSTU1525,Male,Chemistry,C,28,31,7,8,6,0,Medium,93.8615030976737,53.34141479202577,2.4,Low,23,24,Yes,88.88748619704185
CNSTU1526,Female,Mathematics,C,30,34,8,9,7,5+,Medium,93.36075592361473,55.46949074540205,3.6,Low,12,10,Yes,96.84586305934609
CNSTU1527,Male,Biology,B,24,31,6,8,3,0,Low,94.85480474572537,75.57701935993659,15.3,Medium,20,5,No,93.43243528272188
CNSTU1528,Female,Biology,B,27,36,7,4,7,1,Medium,100.0,78.11667002065778,16.8,Medium,18,11,No,73.11150578213726
CNSTU1529,Female,Physics,C,25,27,6,5,5,3,High,80.95289251739267,64.1482004987471,8.7,Low,16,16,No,66.80382566710989
CNSTU1530,Male,Physics,B,30,33,7,3,5,2,Low,93.78905661449164,82.66310950532849,19.5,Medium,10,26,No,79.40886246911204
CNSTU1531,Female,History,C,36,31,8,6,7,0,Low,82.5889509601477,55.06175925277248,3.4,Low,12,24,Yes,60.31560634437149
CNSTU1532,Male ,Chemistry,B,40,35,7,8,6,1,Medium,94.44410117073798,74.2070424162322,14.5,Medium,18,27,Yes,81.23167714184781
CNSTU1533,Male,Physics,C,19,31,6,9,4,1,Medium,82.65050790811125,60.46780560285052,6.5,Low,16,23,Yes,76.52397413701331
CNSTU1534,Male,Mathematics,C,31,40,9,9,6,3,Low,86.66106549115932,67.1779667063741,10.4,Low,26,21,Yes,73.33963498131757
CNSTU1535,Female,History,B,35,40,8,3,7,4,High,87.63928068609675,75.56878405579697,15.3,Medium,14,8,Yes,62.05296932733204
CNSTU1536,Female,Chemistry,C,36,32,7,4,3,5+,Medium,97.80653375475767,64.67503961659257,9,Low,21,7,No,83.13600106569717
CNSTU1537,Male,Economics,B,35,36,8,10,7,0,High,97.34763555153931,70.3853334692421,12.3,Medium,16,5,Yes,72.6729916033809
CNSTU1538,Female,Mathematics,A,29,35,9,1,5,3,High,80.03426098842893,87.07551371057329,22,High,12,22,No,66.30083164289712
CNSTU1539,Female,Chemistry,C,40,36,8,4,5,0,Low,90.43947288799879,68.07729756572222,11,Low,23,25,No,49.2773778671835
CNSTU1540,Male,Mathematics,A,25,30,6,6,7,1,Medium,84.32336116200662,85.0283053447817,20.8,High,19,19,No,77.72485094949364
CNSTU1541,Female,Physics,C,29,36,7,2,6,3,Medium,79.93196071459732,61.44351774410858,7.1,Low,15,12,Yes,95.72251596669744
CNSTU1542,Female,History,B,37,32,8,8,4,0,Low,88.26386359660503,81.35765013498339,18.7,Medium,22,5,No,94.6125921454787
CNSTU1543,Male,Economics,A,32,33,8,9,6,5+,Medium,87.53213769235344,92.2988234478948,25.1,High,17,24,Yes,73.42903743413729
CNSTU1544,Male,Biology,C,27,31,6,8,7,0,High,100.0,45.34026599847253,0,Low,15,18,No,71.97787939638219
CNSTU1545,Male,Mathematics,C,28,27,8,4,3,1,Low,93.46367860288557,65.43725693435428,9.4,Low,15,8,Yes,82.68774256075024
CNSTU1546,Female,Physics,B,27,26,6,5,7,3,Low,78.9790599939661,81.92486552616649,19,Medium,16,9,No,68.01614560811709
CNSTU1547,Male,Chemistry,B,25,29,6,3,5,2,Medium,85.48180796663246,72.56345536748408,13.6,Medium,16,27,Yes,81.01791899819466
CNSTU1548,Female,Physics,B,36,27,8,6,5,0,Medium,98.17106636343519,79.45375048045571,17.6,Medium,11,17,No,85.6608027838469
CNSTU1549,Female,English,C,38,31,8,8,7,1,Low,100.0,67.75217775941016,10.8,Low,24,28,No,90.26933223884308
CNSTU1550,Male,Biology,B,30,35,8,9,6,1,High,77.31213350209633,76.03907744967479,15.6,Medium,14,19,No,76.99845923520047
CNSTU1551,Female,Economics,B,28,40,7,9,4,3,Medium,74.96060491888764,73.13187317529504,13.9,Medium,16,10,No,75.96326249823034
CNSTU1552,Male ,Physics,A,33,29,7,3,6,4,High,100.0,89.01338473991768,23.2,High,14,5,Yes,69.2201741324344
CNSTU1553,Male,Economics,B,39,35,9,4,7,5+,High,93.11691341896723,78.05305011961455,16.8,Medium,26,27,Yes,69.73119645960139
CNSTU1554,Male,Computer Science,B,32,27,7,10,3,0,Low,83.05365814498907,79.05123194490243,17.4,Medium,13,23,Yes,75.73521108098473
CNSTU1555,Female,Mathematics,B,32,37,7,1,7,3,Medium,94.27703268897949,70.05747640653038,12.1,Medium,11,17,No,81.67365506816178
CNSTU1556,Female,Physics,C,32,26,7,4,5,0,Medium,68.91401808786497,69.14872531113008,11.6,Low,15,10,No,87.13584626233249
CNSTU1557,Male,Biology,B,34,31,8,6,5,1,Low,90.02700405277729,69.80930174616455,12,Medium,15,19,No,69.96821049319655
CNSTU1558,Female,History,B,28,27,8,2,7,3,Medium,92.62256938274469,79.73342570853956,17.8,Medium,11,20,No,92.92688568959522
CNSTU1559,Female,Computer Science,B,29,24,7,8,6,0,High,97.39416111630264,69.94818623015685,12.1,Medium,19,28,No,75.2887639895743
CNSTU1560,Male,Computer Science,B,36,33,8,9,4,5+,Low,81.8888323816597,78.47729828275695,17,Medium,13,27,No,77.78632705651565
CNSTU1561,Female,Chemistry,A,26,24,7,8,6,0,Low,90.68549729122687,99.90480958374526,29.5,High,22,20,Yes,70.52788320852177
CNSTU1562,Male ,Biology,A,35,30,7,4,7,1,Medium,82.5966029915233,85.4534964411803,21.1,High,8,14,Yes,53.75759739727059
CNSTU1563,Male,Computer Science,B,28,27,7,5,3,3,Medium,92.04307004539454,71.0877176139859,12.7,Medium,14,26,Yes,86.8404539636105
CNSTU1564,Male,Economics,A,34,28,7,3,7,2,Low,82.83722942109581,89.41456706596733,23.4,High,11,13,Yes,85.36843897092433
CNSTU1565,Female,Mathematics,B,28,26,7,6,5,0,High,86.73519328671823,70.10309552374139,12.1,Medium,26,13,Yes,75.18672442881787
CNSTU1566,Male,Biology,C,34,35,8,8,5,1,Medium,82.03347684167817,50.542505577865754,0.7,Low,15,21,Yes,78.66990717224871
CNSTU1567,Female,Economics,C,33,35,7,9,7,1,High,95.20908993458926,62.902964268991155,7.9,Low,16,21,Yes,83.159392177041
CNSTU1568,Female,English,C,30,30,8,9,6,3,High,96.86760893325332,52.55049694768973,1.9,Low,10,21,Yes,62.374541431134574
CNSTU1569,Male,English,B,24,40,7,3,4,4,Low,88.12303544034069,70.78183819150429,12.5,Medium,13,28,No,72.70947322653706
CNSTU1570,Male,English,B,30,30,6,4,6,5+,Medium,90.30590395968022,75.22102055027462,15.1,Medium,16,16,No,85.94264679621827
CNSTU1571,Male,History,A,27,25,7,10,7,0,Medium,78.41126868293165,95.1172477473034,26.7,High,18,17,No,65.45710576830751
CNSTU1572,Female,Computer Science,B,26,29,7,1,3,3,Low,87.6025868159457,78.92312848516995,17.3,Medium,13,16,No,80.9355793216663
CNSTU1573,Male,Computer Science,B,24,32,6,4,7,0,Medium,89.59836306366604,72.37079365429364,13.5,Medium,12,18,No,64.43418195376594
CNSTU1574,Female,Chemistry,A,39,40,9,6,5,1,High,100.0,84.95286697420187,20.8,High,11,14,No,82.66429982433526
CNSTU1575,Female,English,C,31,33,8,2,5,3,Low,81.1042637938067,48.46637629190538,0,Low,10,27,No,77.64358517702516
CNSTU1576,Male,History,B,18,28,4,8,7,0,Low,100.0,77.82737469730279,16.6,Medium,17,23,Yes,61.848681840944906
CNSTU1577,Female,Biology,A,39,35,8,9,6,5+,Medium,97.97487018772647,84.2503823266436,20.4,High,14,6,Yes,89.64739354457171
CNSTU1578,Male ,Chemistry,C,20,35,6,8,4,0,Medium,92.2450912359211,57.2569650506419,4.6,Low,16,8,No,70.65408423201951
CNSTU1579,Male,Computer Science,A,37,37,8,4,6,1,Low,100.0,88.72504851848315,23,High,22,23,Yes,69.89747562985619
CNSTU1580,Male,History,B,31,37,8,5,7,3,High,92.9768437808549,79.06195688993297,17.4,Medium,13,11,Yes,80.00569197230944
CNSTU1581,Female,Physics,B,34,34,8,3,3,2,Medium,93.11327356534343,70.01654503319038,12.1,Medium,18,19,Yes,89.48637349428715
CNSTU1582,Female,History,B,36,34,9,6,7,0,High,89.57503477585963,82.59338239327542,19.4,Medium,17,19,Yes,67.84178181021603
CNSTU1583,Male,Biology,A,37,40,8,8,5,1,High,99.78855105934902,100.0,30.9,High,15,28,Yes,78.61679849847971
CNSTU1584,Female,Computer Science,B,37,31,7,9,5,1,Low,98.77175387048707,77.18239506070194,16.3,Medium,11,10,No,82.28816500330574
CNSTU1585,Female,History,B,30,33,8,9,7,3,Medium,84.9945817000303,77.97864703560403,16.7,Medium,14,7,Yes,84.93105607263143
CNSTU1586,Male,Mathematics,C,23,25,6,3,6,4,Medium,79.44602244320986,69.48766920551707,11.8,Low,14,10,No,79.76441555277225
CNSTU1587,Female,Biology,C,33,35,8,4,4,5+,Low,88.37615490083475,64.8018675664225,9.1,Low,18,20,No,74.32972160916678
